gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,AvgMonthlySpend,StreamingServices,TenureGroup,ContractRisk,PaymentType,InternetType,HighValueCustomer,EngagementLevel
Male,No,No,No,54,Yes,Yes,Fiber optic,Not Secure,No Backup,Protected,No Support,Month-to-month,No,Credit card (automatic),89.4,4869.5,Retained,90.17592592592592,Movies Only,4+ Years,High Risk,Auto,High Speed,Yes,Medium
Male,No,No,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.7,509.3,Retained,18.862962962962964,No Streaming,2-4 Years,Low Risk,Auto,No Internet,No,Low
Male,No,No,No,54,Yes,Yes,Fiber optic,Not Secure,Backup Enabled,Not Protected,No Support,Month-to-month,Yes,Bank transfer (automatic),79.85,4308.25,Retained,79.7824074074074,No Streaming,4+ Years,High Risk,Auto,High Speed,Yes,Low
Male,No,No,No,3,Yes,No,Fiber optic,Not Secure,Backup Enabled,Not Protected,No Support,Month-to-month,No,Credit card (automatic),74.45,221.1,Retained,73.7,No Streaming,0-1 Year,High Risk,Auto,High Speed,Yes,Low
Female,No,Yes,No,53,Yes,Yes,DSL,Secure,Backup Enabled,Protected,No Support,One year,No,Bank transfer (automatic),74.1,3833.95,Retained,72.33867924528302,Movies Only,4+ Years,Medium Risk,Auto,Medium Speed,Yes,Medium
Male,No,No,No,1,Yes,No,Fiber optic,Not Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Electronic check,69.35,69.35,Churned,69.35,No Streaming,0-1 Year,High Risk,Manual,High Speed,No,Low
Male,No,Yes,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.8,294.95,Retained,19.663333333333334,No Streaming,1-2 Years,Medium Risk,Manual,No Internet,No,Low
Female,No,No,No,56,Yes,No,Fiber optic,Not Secure,Backup Enabled,Not Protected,No Support,Month-to-month,Yes,Electronic check,73.85,4092.85,Churned,73.08660714285715,No Streaming,4+ Years,High Risk,Manual,High Speed,Yes,Low
Male,No,Yes,Yes,5,Yes,Yes,DSL,Secure,Backup Enabled,Not Protected,Support Available,Month-to-month,No,Credit card (automatic),64.4,316.9,Retained,63.379999999999995,No Streaming,0-1 Year,High Risk,Auto,Medium Speed,No,Low
Male,No,Yes,Yes,48,Yes,No,DSL,Not Secure,Backup Enabled,Protected,No Support,One year,Yes,Credit card (automatic),55.8,2651.2,Retained,55.23333333333333,No Streaming,2-4 Years,Medium Risk,Auto,Medium Speed,No,Low
Female,No,No,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.05,471.7,Retained,18.868,No Streaming,2-4 Years,High Risk,Auto,No Internet,No,Low
Female,No,Yes,No,3,Yes,Yes,Fiber optic,Not Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Credit card (automatic),75.15,216.75,Churned,72.25,No Streaming,0-1 Year,High Risk,Auto,High Speed,Yes,Low
Male,No,No,No,58,Yes,No,Fiber optic,Secure,Backup Enabled,Not Protected,No Support,One year,No,Bank transfer (automatic),99.15,5720.95,Retained,98.63706896551724,TV + Movies,4+ Years,Medium Risk,Auto,High Speed,Yes,Medium
Male,No,No,No,10,Yes,No,DSL,Not Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Bank transfer (automatic),56.75,503.25,Retained,50.325,Movies Only,0-1 Year,High Risk,Auto,Medium Speed,No,Low
Male,No,No,No,1,Yes,No,Fiber optic,Not Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Electronic check,69.6,69.6,Churned,69.6,No Streaming,0-1 Year,High Risk,Manual,High Speed,No,Low
Male,No,Yes,No,71,Yes,Yes,Fiber optic,Not Secure,Backup Enabled,Not Protected,Support Available,Two year,Yes,Credit card (automatic),104.15,7365.3,Retained,103.73661971830987,TV + Movies,4+ Years,Low Risk,Auto,High Speed,Yes,Medium
Female,No,Yes,Yes,65,Yes,Yes,Fiber optic,Not Secure,Backup Enabled,Protected,Support Available,Two year,Yes,Credit card (automatic),110.8,7245.9,Retained,111.47538461538461,TV + Movies,4+ Years,Low Risk,Auto,High Speed,Yes,Medium
Male,No,Yes,Yes,5,Yes,Yes,Fiber optic,Not Secure,Backup Enabled,Not Protected,No Support,Month-to-month,Yes,Electronic check,80.15,385.0,Churned,77.0,No Streaming,0-1 Year,High Risk,Manual,High Speed,Yes,Low
Female,No,No,No,28,No,No,DSL,Not Secure,No Backup,Protected,Support Available,Month-to-month,Yes,Mailed check,35.75,961.4,Retained,34.33571428571428,No Streaming,2-4 Years,High Risk,Manual,Medium Speed,No,Low
Female,No,Yes,Yes,67,Yes,Yes,DSL,Not Secure,No Backup,Protected,Support Available,Two year,Yes,Bank transfer (automatic),69.9,4615.9,Retained,68.89402985074626,Movies Only,4+ Years,Low Risk,Auto,Medium Speed,No,Medium
Male,No,No,No,35,Yes,No,Fiber optic,Secure,No Backup,Not Protected,Support Available,One year,Yes,Electronic check,89.2,3251.3,Retained,92.89428571428572,Movies Only,2-4 Years,Medium Risk,Manual,High Speed,Yes,Low
Female,No,Yes,Yes,72,No,No,DSL,Secure,Backup Enabled,Protected,Support Available,Two year,No,Credit card (automatic),55.65,3880.05,Retained,53.889583333333334,Movies Only,4+ Years,Low Risk,Auto,Medium Speed,No,Low
Female,No,Yes,Yes,61,No,No,DSL,Secure,Backup Enabled,Not Protected,Support Available,One year,Yes,Bank transfer (automatic),50.7,3088.75,Retained,50.635245901639344,Movies Only,4+ Years,Medium Risk,Auto,Medium Speed,No,Low
Male,Yes,No,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.0,1396.0,Retained,20.529411764705884,No Streaming,4+ Years,Low Risk,Auto,No Internet,No,Low
Female,No,Yes,Yes,1,No,No,DSL,Secure,No Backup,Not Protected,No Support,Month-to-month,No,Bank transfer (automatic),30.5,30.5,Churned,30.5,No Streaming,0-1 Year,High Risk,Auto,Medium Speed,No,Low
Male,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.1,53.05,Retained,17.683333333333334,No Streaming,0-1 Year,High Risk,Manual,No Internet,No,Low
Male,No,Yes,Yes,70,Yes,Yes,Fiber optic,Not Secure,Backup Enabled,Not Protected,No Support,Two year,No,Bank transfer (automatic),98.3,6859.5,Churned,97.99285714285715,TV + Movies,4+ Years,Low Risk,Auto,High Speed,Yes,Medium
Female,No,No,Yes,48,No,No,DSL,Not Secure,Backup Enabled,Protected,No Support,Month-to-month,No,Credit card (automatic),45.55,2108.35,Retained,43.92395833333333,Movies Only,2-4 Years,High Risk,Auto,Medium Speed,No,Low
Male,No,Yes,Yes,68,Yes,Yes,Fiber optic,Not Secure,Backup Enabled,Not Protected,No Support,One year,Yes,Credit card (automatic),101.05,6770.5,Retained,99.56617647058823,TV + Movies,4+ Years,Medium Risk,Auto,High Speed,Yes,Medium
Female,No,No,No,47,Yes,No,Fiber optic,Secure,No Backup,Protected,Support Available,One year,Yes,Electronic check,103.7,4730.6,Retained,100.65106382978725,TV + Movies,2-4 Years,Medium Risk,Manual,High Speed,Yes,Medium
Male,No,Yes,Yes,32,No,No,DSL,Not Secure,No Backup,Protected,Support Available,One year,Yes,Mailed check,36.25,1151.05,Retained,35.9703125,No Streaming,2-4 Years,Medium Risk,Manual,Medium Speed,No,Low
Female,No,Yes,Yes,5,Yes,No,DSL,Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Mailed check,49.4,232.55,Retained,46.510000000000005,No Streaming,0-1 Year,High Risk,Manual,Medium Speed,No,Low
Male,No,No,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.9,1022.6,Retained,20.869387755102043,No Streaming,4+ Years,Low Risk,Auto,No Internet,No,Low
Female,No,No,No,48,Yes,Yes,Fiber optic,Not Secure,Backup Enabled,Protected,No Support,Month-to-month,Yes,Bank transfer (automatic),107.4,5121.3,Churned,106.69375000000001,TV + Movies,2-4 Years,High Risk,Auto,High Speed,Yes,Medium
Female,Yes,No,No,13,Yes,Yes,Fiber optic,Not Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Electronic check,82.0,1127.2,Churned,86.70769230769231,Movies Only,1-2 Years,High Risk,Manual,High Speed,Yes,Medium
Male,No,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.8,309.4,Retained,20.626666666666665,No Streaming,1-2 Years,High Risk,Manual,No Internet,No,Low
Female,No,No,No,12,Yes,No,DSL,Not Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Electronic check,45.05,523.1,Retained,43.59166666666667,No Streaming,0-1 Year,High Risk,Manual,Medium Speed,No,Low
Male,Yes,No,No,67,Yes,Yes,DSL,Secure,Backup Enabled,Not Protected,Support Available,Two year,Yes,Bank transfer (automatic),64.55,4250.1,Retained,63.43432835820896,No Streaming,4+ Years,Low Risk,Auto,Medium Speed,No,Low
Male,No,No,No,9,Yes,No,Fiber optic,Not Secure,No Backup,Not Protected,Support Available,Month-to-month,No,Electronic check,86.25,770.5,Retained,85.61111111111111,TV Only,0-1 Year,High Risk,Manual,High Speed,Yes,Low
Female,No,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.75,246.7,Retained,18.976923076923075,No Streaming,1-2 Years,Low Risk,Auto,No Internet,No,Low
Female,No,No,No,38,Yes,No,Fiber optic,Not Secure,No Backup,Not Protected,No Support,One year,Yes,Mailed check,89.1,3342.0,Retained,87.94736842105263,TV + Movies,2-4 Years,Medium Risk,Manual,High Speed,Yes,Medium
Female,Yes,Yes,No,42,Yes,Yes,Fiber optic,Not Secure,Backup Enabled,Protected,No Support,Month-to-month,Yes,Electronic check,95.55,3930.6,Retained,93.58571428571429,TV Only,2-4 Years,High Risk,Manual,High Speed,Yes,Medium
Female,No,Yes,No,24,Yes,Yes,Fiber optic,Not Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Credit card (automatic),75.4,1747.85,Churned,72.82708333333333,No Streaming,1-2 Years,High Risk,Auto,High Speed,Yes,Low
Female,Yes,Yes,No,27,Yes,No,Fiber optic,Secure,No Backup,Protected,No Support,Month-to-month,Yes,Electronic check,101.25,2754.45,Churned,102.01666666666667,TV + Movies,2-4 Years,High Risk,Manual,High Speed,Yes,Medium
Male,No,Yes,Yes,9,Yes,Yes,Fiber optic,Not Secure,Backup Enabled,Protected,No Support,Month-to-month,Yes,Credit card (automatic),102.6,897.75,Retained,99.75,TV + Movies,0-1 Year,High Risk,Auto,High Speed,Yes,Medium
Female,No,Yes,No,49,No,No,DSL,Not Secure,Backup Enabled,Not Protected,Support Available,One year,Yes,Credit card (automatic),56.3,2780.6,Retained,56.7469387755102,TV + Movies,4+ Years,Medium Risk,Auto,Medium Speed,No,Low
Female,Yes,Yes,No,61,Yes,Yes,Fiber optic,Secure,Backup Enabled,Protected,Support Available,Month-to-month,Yes,Credit card (automatic),94.2,5895.45,Retained,96.6467213114754,No Streaming,4+ Years,High Risk,Auto,High Speed,Yes,Low
Male,No,No,Yes,50,No,No,DSL,Secure,Backup Enabled,Not Protected,No Support,One year,Yes,Bank transfer (automatic),43.05,2208.05,Retained,44.161,TV Only,4+ Years,Medium Risk,Auto,Medium Speed,No,Low
Male,Yes,No,No,25,Yes,Yes,Fiber optic,Not Secure,Backup Enabled,Not Protected,No Support,Month-to-month,Yes,Electronic check,89.5,2196.15,Churned,87.846,TV Only,2-4 Years,High Risk,Manual,High Speed,Yes,Medium
Female,Yes,No,No,22,Yes,Yes,Fiber optic,Not Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Bank transfer (automatic),74.4,1692.6,Churned,76.93636363636364,No Streaming,1-2 Years,High Risk,Auto,High Speed,Yes,Low
Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.5,20.5,Churned,20.5,No Streaming,0-1 Year,High Risk,Manual,No Internet,No,Low
Male,No,No,No,4,Yes,Yes,Fiber optic,Not Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Electronic check,74.35,265.35,Churned,66.3375,No Streaming,0-1 Year,High Risk,Manual,High Speed,Yes,Low
Female,Yes,Yes,No,18,Yes,Yes,Fiber optic,Not Secure,No Backup,Not Protected,Support Available,Month-to-month,No,Bank transfer (automatic),99.75,1836.25,Churned,102.01388888888889,TV + Movies,1-2 Years,High Risk,Auto,High Speed,Yes,Medium
Female,Yes,No,No,56,Yes,Yes,Fiber optic,Not Secure,Backup Enabled,Protected,Support Available,One year,Yes,Electronic check,111.95,6418.9,Churned,114.62321428571428,TV + Movies,4+ Years,Medium Risk,Manual,High Speed,Yes,Medium
Female,Yes,Yes,No,53,Yes,No,Fiber optic,Not Secure,Backup Enabled,Protected,Support Available,One year,Yes,Electronic check,94.0,4871.45,Retained,91.91415094339622,TV Only,4+ Years,Medium Risk,Manual,High Speed,Yes,Low
Female,No,Yes,No,51,Yes,Yes,Fiber optic,Not Secure,No Backup,Protected,No Support,One year,Yes,Electronic check,98.85,4947.55,Retained,97.0107843137255,TV + Movies,4+ Years,Medium Risk,Manual,High Speed,Yes,Medium
Female,No,Yes,Yes,24,Yes,Yes,DSL,Secure,Backup Enabled,Protected,No Support,Two year,No,Electronic check,64.35,1558.65,Retained,64.94375000000001,No Streaming,1-2 Years,Low Risk,Manual,Medium Speed,No,Low
Female,No,Yes,No,62,Yes,No,DSL,Secure,Backup Enabled,Protected,No Support,Two year,Yes,Credit card (automatic),72.0,4284.2,Retained,69.1,TV Only,4+ Years,Low Risk,Auto,Medium Speed,Yes,Low
Male,No,No,No,24,Yes,No,DSL,Not Secure,Backup Enabled,Not Protected,No Support,Month-to-month,Yes,Mailed check,49.7,1218.25,Retained,50.760416666666664,No Streaming,1-2 Years,High Risk,Manual,Medium Speed,No,Low
Female,No,Yes,Yes,70,Yes,Yes,DSL,Secure,Backup Enabled,Protected,Support Available,Two year,No,Electronic check,80.7,5617.95,Retained,80.25642857142857,TV Only,4+ Years,Low Risk,Manual,Medium Speed,Yes,Medium
Male,No,No,Yes,1,No,No,DSL,Not Secure,No Backup,Not Protected,No Support,Month-to-month,No,Mailed check,24.2,24.2,Retained,24.2,No Streaming,0-1 Year,High Risk,Manual,Medium Speed,No,Low
Male,Yes,No,No,16,No,No,DSL,Not Secure,Backup Enabled,Not Protected,No Support,Month-to-month,Yes,Mailed check,39.0,679.85,Churned,42.490625,TV Only,1-2 Years,High Risk,Manual,Medium Speed,No,Low
Female,No,No,No,8,Yes,No,DSL,Not Secure,Backup Enabled,Not Protected,Support Available,Month-to-month,Yes,Electronic check,65.45,554.45,Retained,69.30625,TV Only,0-1 Year,High Risk,Manual,Medium Speed,No,Low
Female,No,Yes,Yes,72,Yes,No,DSL,Secure,Backup Enabled,Protected,Support Available,Two year,Yes,Electronic check,74.35,5237.4,Retained,72.74166666666666,Movies Only,4+ Years,Low Risk,Manual,Medium Speed,Yes,Low
Female,No,No,No,23,Yes,No,Fiber optic,Not Secure,Backup Enabled,Protected,Support Available,Month-to-month,No,Bank transfer (automatic),83.2,2032.3,Retained,88.36086956521739,No Streaming,1-2 Years,High Risk,Auto,High Speed,Yes,Low
Male,No,No,Yes,31,No,No,DSL,Not Secure,No Backup,Not Protected,No Support,Month-to-month,No,Credit card (automatic),25.0,789.2,Retained,25.458064516129035,No Streaming,2-4 Years,High Risk,Auto,Medium Speed,No,Low
Male,No,Yes,Yes,37,No,No,DSL,Secure,No Backup,Protected,Support Available,One year,Yes,Electronic check,40.2,1525.35,Retained,41.225675675675674,No Streaming,2-4 Years,Medium Risk,Manual,Medium Speed,No,Low
Female,No,Yes,No,30,Yes,Yes,Fiber optic,Not Secure,Backup Enabled,Not Protected,Support Available,Month-to-month,Yes,Credit card (automatic),94.1,2804.45,Churned,93.48166666666665,TV Only,2-4 Years,High Risk,Auto,High Speed,Yes,Medium
Female,Yes,No,No,35,Yes,Yes,Fiber optic,Secure,Backup Enabled,Protected,No Support,One year,Yes,Electronic check,108.35,3726.15,Retained,106.46142857142857,TV + Movies,2-4 Years,Medium Risk,Manual,High Speed,Yes,Medium
Female,No,Yes,Yes,23,Yes,Yes,DSL,Not Secure,Backup Enabled,Not Protected,Support Available,Month-to-month,Yes,Credit card (automatic),69.5,1652.1,Retained,71.83043478260869,TV Only,1-2 Years,High Risk,Auto,Medium Speed,No,Medium
Female,No,Yes,Yes,20,Yes,Yes,DSL,Secure,No Backup,Not Protected,No Support,One year,No,Bank transfer (automatic),76.0,1588.75,Retained,79.4375,TV + Movies,1-2 Years,Medium Risk,Auto,Medium Speed,Yes,Medium
Male,No,Yes,No,36,Yes,No,Fiber optic,Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Electronic check,93.6,3366.05,Retained,93.5013888888889,TV + Movies,2-4 Years,High Risk,Manual,High Speed,Yes,Medium
Female,No,No,No,8,Yes,Yes,Fiber optic,Not Secure,No Backup,Not Protected,No Support,Month-to-month,No,Bank transfer (automatic),95.65,778.1,Churned,97.2625,TV + Movies,0-1 Year,High Risk,Auto,High Speed,Yes,Medium
Male,No,Yes,Yes,71,Yes,Yes,Fiber optic,Not Secure,Backup Enabled,Not Protected,No Support,One year,No,Bank transfer (automatic),100.55,7113.75,Retained,100.19366197183099,TV + Movies,4+ Years,Medium Risk,Auto,High Speed,Yes,Medium
Female,Yes,Yes,No,50,Yes,Yes,Fiber optic,Not Secure,Backup Enabled,Not Protected,No Support,Month-to-month,Yes,Electronic check,88.05,4367.35,Churned,87.34700000000001,TV Only,4+ Years,High Risk,Manual,High Speed,Yes,Medium
Female,No,Yes,Yes,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),24.45,993.15,Retained,23.096511627906978,No Streaming,2-4 Years,Medium Risk,Auto,No Internet,No,Low
Male,No,No,Yes,57,Yes,Yes,DSL,Secure,Backup Enabled,Protected,Support Available,Two year,No,Mailed check,89.55,5012.35,Retained,87.93596491228071,TV + Movies,4+ Years,Low Risk,Manual,Medium Speed,Yes,Medium
Female,No,Yes,Yes,41,Yes,No,DSL,Not Secure,Backup Enabled,Not Protected,Support Available,One year,Yes,Bank transfer (automatic),66.5,2728.6,Churned,66.55121951219512,Movies Only,2-4 Years,Medium Risk,Auto,Medium Speed,No,Low
Female,No,Yes,No,27,Yes,No,Fiber optic,Not Secure,Backup Enabled,Not Protected,No Support,Month-to-month,Yes,Electronic check,76.1,2093.4,Retained,77.53333333333333,No Streaming,2-4 Years,High Risk,Manual,High Speed,Yes,Low
Female,No,No,No,13,Yes,No,Fiber optic,Not Secure,No Backup,Not Protected,No Support,Month-to-month,Yes,Electronic check,80.5,1011.8,Retained,77.83076923076922,Movies Only,1-2 Years,High Risk,Manual,High Speed,Yes,Low
Male,No,No,No,3,No,No,DSL,Secure,Backup Enabled,Not Protected,No Support,Month-to-month,Yes,Mailed check,35.45,106.85,Churned,35.61666666666667,No Streaming,0-1 Year,High Risk,Manual,Medium Speed,No,Low
Female,No,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.55,1343.4,Retained,20.050746268656717,No Streaming,4+ Years,Medium Risk,Manual,No Internet,No,Low
Male,No,No,No,3,Yes,No,DSL,Not Secure,Backup Enabled,Not Protected,No Support,Month-to-month,Yes,Mailed check,49.9,130.1,Churned,43.36666666666667,No Streaming,0-1 Year,High Risk,Manual,Medium Speed,No,Low
Female,No,Yes,No,64,Yes,Yes,Fiber optic,Not Secure,Backup Enabled,Not Protected,Support Available,Two year,Yes,Bank transfer (automatic),105.4,6794.75,Retained,106.16796875,TV + Movies,4+ Years,Low Risk,Auto,High Speed,Yes,Medium
Male,No,No,No,26,No,No,DSL,Not Secure,No Backup,Protected,Support Available,Month-to-month,No,Electronic check,35.75,1022.5,Retained,39.32692307692308,No Streaming,2-4 Years,High Risk,Manual,Medium Speed,No,Low
Male,No,No,No,38,Yes,Yes,Fiber optic,Not Secure,Backup Enabled,Protected,No Support,Month-to-month,Yes,Credit card (automatic),95.1,3691.2,Retained,97.13684210526316,Movies Only,2-4 Years,High Risk,Auto,High Speed,Yes,Medium
Male,No,Yes,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.3,486.2,Retained,21.139130434782608,No Streaming,1-2 Years,Medium Risk,Auto,No Internet,No,Low
Male,No,No,No,40,Yes,Yes,Fiber optic,Not Secure,Backup Enabled,Protected,No Support,Month-to-month,Yes,Credit card (automatic),104.5,4036.85,Churned,100.92125,TV + Movies,2-4 Years,High Risk,Auto,High Speed,Yes,Medium
